weekdate,position,artist,track
2019-06-28,18,BILLIE EILISH,BAD GUY
2019-06-28,19,JAY1,MOCKING IT
2019-06-28,20,BUGZY MALONE FT AITCH,KILOS
2019-06-28,21,AJ TRACEY,LADBROKE GROVE
2019-06-28,22,LEWIS CAPALDI,GRACE
2019-06-28,23,JESS GLYNNE & JAX JONES,ONE TOUCH
2019-06-28,24,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-06-28,25,LIL NAS X,PANINI
2019-06-28,26,DOMINIC FIKE,3 NIGHTS
2019-06-28,27,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-06-28,28,RUSS SPLASH/DIGGA D,MR SHEEEN
2019-06-28,29,YOUNG THUG/J COLE/TRAVIS SCOTT,THE LONDON
2019-06-28,30,TAYLOR SWIFT FT BRENDON URIE,ME
2019-06-28,31,5 SECONDS OF SUMMER,EASIER
2019-06-28,32,HARDY CAPRIO & DIGDAT,GUTEN TAG
2019-06-28,33,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS
2019-06-28,34,NICKI MINAJ,MEGATRON
2019-06-28,35,NSG,OT BOP
2019-06-28,36,MOSTACK FT STORMZY,SHINE GIRL
2019-06-28,37,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-06-28,38,AVICII,HEAVEN
2019-06-28,39,DAVE FT BURNA BOY,LOCATION
2019-06-28,40,MILEY CYRUS,MOTHER'S DAUGHTER
2019-06-28,41,JAX JONES/MARTIN SOLVEIG/BEER,ALL DAY AND NIGHT
2019-06-28,42,CALVIN HARRIS & RAG'N'BONE MAN,GIANT
2019-06-28,43,MARK RONSON FT LYKKE LI,LATE NIGHT FEELINGS
2019-06-28,44,JAMES ARTHUR,FALLING LIKE THE STARS
2019-06-28,45,POLO G FT LIL TJAY,POP OUT
2019-06-28,46,TOM WALKER,JUST YOU AND I
2019-06-28,47,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-06-28,48,SKEPTA & NAFE SMALLZ,GREAZE MODE
2019-06-28,49,JONAS BROTHERS,SUCKER
2019-06-28,50,GERRY CINNAMON,CANTER
2019-07-05,1,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-07-05,2,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-07-05,3,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-07-05,4,STORMZY,CROWN
2019-07-05,5,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-07-05,6,ED SHEERAN/CHANCE/PNB ROCK,CROSS ME
2019-07-05,7,LIL NAS X,OLD TOWN ROAD
2019-07-05,8,MABEL,MAD LOVE
2019-07-05,9,SIGALA & BECKY HILL,WISH YOU WELL
2019-07-05,10,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-07-05,11,AVICII FT ALOE BLACC,SOS
2019-07-05,12,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-07-05,13,KATY PERRY,EVER REALLY OVER
2019-07-05,14,STORMZY,VOSSI BOP
2019-07-05,15,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-07-05,16,AJ TRACEY,LADBROKE GROVE
2019-07-05,17,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-07-05,18,BILLIE EILISH,BAD GUY
2019-07-05,19,SHAWN MENDES,IF I CAN'T HAVE YOU
2019-07-05,20,DOMINIC FIKE,3 NIGHTS
2019-07-05,21,LEWIS CAPALDI,GRACE
2019-07-05,22,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-07-05,23,JESS GLYNNE & JAX JONES,ONE TOUCH
2019-07-05,24,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-07-05,25,LITTLE MIX,BOUNCE BACK
2019-07-05,26,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS
2019-07-05,27,JAY1,MOCKING IT
2019-07-05,28,LIL NAS X,PANINI
2019-07-05,29,CHRIS BROWN/JUSTIN BIEBER/INK,DON'T CHECK ON ME
2019-07-05,30,BUGZY MALONE FT AITCH,KILOS
2019-07-05,31,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-07-05,32,YOUNG THUG/J COLE/TRAVIS SCOTT,THE LONDON
2019-07-05,33,MILEY CYRUS,MOTHER'S DAUGHTER
2019-07-05,34,DAVE FT BURNA BOY,LOCATION
2019-07-05,35,HARDY CAPRIO & DIGDAT,GUTEN TAG
2019-07-05,36,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-07-05,37,5 SECONDS OF SUMMER,EASIER
2019-07-05,38,NSG,OT BOP
2019-07-05,39,AVICII,HEAVEN
2019-07-05,40,CALVIN HARRIS & RAG'N'BONE MAN,GIANT
2019-07-05,41,JAX JONES/MARTIN SOLVEIG/BEER,ALL DAY AND NIGHT
2019-07-05,42,LIZZO,TRUTH HURTS
2019-07-05,43,PLUG FT DAPPY & TORY LANEZ,OT TODAY
2019-07-05,44,MOSTACK FT STORMZY,SHINE GIRL
2019-07-05,45,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-07-05,46,GEORGE EZRA,SHOTGUN
2019-07-05,47,POLO G FT LIL TJAY,POP OUT
2019-07-05,48,RUSS SPLASH/DIGGA D,MR SHEEEN
2019-07-05,49,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-07-05,50,CHAINSMOKERS & BEBE REXHA,CALL YOU MINE
2019-07-12,1,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-07-12,2,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-07-12,3,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-07-12,4,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-07-12,5,POST MALONE/YOUNG THUG,GOODBYES
2019-07-12,6,STORMZY,CROWN
2019-07-12,7,LIL NAS X,OLD TOWN ROAD
2019-07-12,8,ED SHEERAN/CHANCE/PNB ROCK,CROSS ME
2019-07-12,9,SIGALA & BECKY HILL,WISH YOU WELL
2019-07-12,10,MABEL,MAD LOVE
2019-07-12,11,MIST FT FREDO,SO HIGH
2019-07-12,12,AJ TRACEY,LADBROKE GROVE
2019-07-12,13,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-07-12,14,KATY PERRY,EVER REALLY OVER
2019-07-12,15,AVICII FT ALOE BLACC,SOS
2019-07-12,16,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-07-12,17,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-07-12,18,STORMZY,VOSSI BOP
2019-07-12,19,DOMINIC FIKE,3 NIGHTS
2019-07-12,20,D-BLOCK EUROPE,HOME P*SSY
2019-07-12,21,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-07-12,22,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-07-12,23,BILLIE EILISH,BAD GUY
2019-07-12,24,JESS GLYNNE & JAX JONES,ONE TOUCH
2019-07-12,25,LEWIS CAPALDI,GRACE
2019-07-12,26,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-07-12,27,LITTLE MIX,BOUNCE BACK
2019-07-12,28,JAY1,MOCKING IT
2019-07-12,29,MILEY CYRUS,MOTHER'S DAUGHTER
2019-07-12,30,LIL NAS X,PANINI
2019-07-12,31,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-07-12,32,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-07-12,33,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS
2019-07-12,34,FREYA RIDINGS,CASTLES
2019-07-12,35,YOUNG THUG/J COLE/TRAVIS SCOTT,THE LONDON
2019-07-12,36,DAVE & AJ TRACEY,THIAGO SILVA
2019-07-12,37,LIZZO,TRUTH HURTS
2019-07-12,38,DAVE FT BURNA BOY,LOCATION
2019-07-12,39,NSG,OT BOP
2019-07-12,40,BUGZY MALONE FT AITCH,KILOS
2019-07-12,41,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-07-12,42,HEADIE ONE FT SKEPTA,BACK TO BASICS
2019-07-12,43,CALVIN HARRIS & RAG'N'BONE MAN,GIANT
2019-07-12,44,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-07-12,45,POLO G FT LIL TJAY,POP OUT
2019-07-12,46,CHRIS BROWN/JUSTIN BIEBER/INK,DON'T CHECK ON ME
2019-07-12,47,AVICII,HEAVEN
2019-07-12,48,5 SECONDS OF SUMMER,EASIER
2019-07-12,49,PLUG FT DAPPY & TORY LANEZ,OT TODAY
2019-07-12,50,LIL TECCA,RANSOM
2019-07-19,1,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-07-19,2,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-07-19,3,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-07-19,4,ED SHEERAN/CHANCE/PNB ROCK,CROSS ME
2019-07-19,5,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-07-19,6,AJ TRACEY,LADBROKE GROVE
2019-07-19,7,MIST FT FREDO,SO HIGH
2019-07-19,8,SIGALA & BECKY HILL,WISH YOU WELL
2019-07-19,9,STORMZY,CROWN
2019-07-19,10,LIL NAS X,OLD TOWN ROAD
2019-07-19,11,MABEL,MAD LOVE
2019-07-19,12,POST MALONE/YOUNG THUG,GOODBYES
2019-07-19,13,DAVE FT BURNA BOY,LOCATION
2019-07-19,14,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-07-19,15,DOMINIC FIKE,3 NIGHTS
2019-07-19,16,BILLIE EILISH,BAD GUY
2019-07-19,17,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-07-19,18,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-07-19,19,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-07-19,20,D-BLOCK EUROPE,HOME P*SSY
2019-07-19,21,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-07-19,22,KATY PERRY,EVER REALLY OVER
2019-07-19,23,AVICII FT ALOE BLACC,SOS
2019-07-19,24,STORMZY,VOSSI BOP
2019-07-19,25,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-07-19,26,FREYA RIDINGS,CASTLES
2019-07-19,27,LEWIS CAPALDI,GRACE
2019-07-19,28,JESS GLYNNE & JAX JONES,ONE TOUCH
2019-07-19,29,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-07-19,30,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-07-19,31,JAY1,MOCKING IT
2019-07-19,32,LIL NAS X,PANINI
2019-07-19,33,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS
2019-07-19,34,LITTLE MIX,BOUNCE BACK
2019-07-19,35,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-07-19,36,MILEY CYRUS,MOTHER'S DAUGHTER
2019-07-19,37,REMEDEE FT NOT3S & YOUNG ADZ,LOVE OF MY LIFE
2019-07-19,38,YOUNG THUG/J COLE/TRAVIS SCOTT,THE LONDON
2019-07-19,39,LIZZO,TRUTH HURTS
2019-07-19,40,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-07-19,41,DAVE & AJ TRACEY,THIAGO SILVA
2019-07-19,42,NSG,OT BOP
2019-07-19,43,CALVIN HARRIS & RAG'N'BONE MAN,GIANT
2019-07-19,44,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-07-19,45,LIL TECCA,RANSOM
2019-07-19,46,POLO G FT LIL TJAY,POP OUT
2019-07-19,47,GEORGE EZRA,SHOTGUN
2019-07-19,48,LADY GAGA & BRADLEY COOPER,SHALLOW
2019-07-19,49,AVICII,HEAVEN
2019-07-19,50,BUGZY MALONE FT AITCH,KILOS
2019-07-26,1,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-07-26,2,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-07-26,3,ED SHEERAN & JUSTIN BIEBER,REI DON'T CARE
2019-07-26,4,ED SHEERAN/CHANCE/PNB ROCK,CROSS ME
2019-07-26,5,BILLIE EILISH,BAD GUY
2019-07-26,6,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-07-26,7,AJ TRACEY,LADBROKE GROVE
2019-07-26,8,MIST FT FREDO,SO HIGH
2019-07-26,9,SIGALA & BECKY HILL,WISH YOU WELL
2019-07-26,10,LIL NAS X,OLD TOWN ROAD
2019-07-26,11,MABEL,MAD LOVE
2019-07-26,12,SAM SMITH,HOW DO YOU SLEEP
2019-07-26,13,STORMZY,CROWN
2019-07-26,14,DOMINIC FIKE,3 NIGHTS
2019-07-26,15,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-07-26,16,DAVE FT BURNA BOY,LOCATION
2019-07-26,17,POST MALONE/YOUNG THUG,GOODBYES
2019-07-26,18,FREYA RIDINGS,CASTLES
2019-07-26,19,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-07-26,20,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-07-26,21,KATY PERRY,EVER REALLY OVER
2019-07-26,22,AVICII FT ALOE BLACC,SOS
2019-07-26,23,STORMZY,VOSSI BOP
2019-07-26,24,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-07-26,25,D-BLOCK EUROPE,HOME P*SSY
2019-07-26,26,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-07-26,27,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-07-26,28,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-07-26,29,LIL NAS X,PANINI
2019-07-26,30,LEWIS CAPALDI,GRACE
2019-07-26,31,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-07-26,32,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-07-26,33,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS
2019-07-26,34,JAY1,MOCKING IT
2019-07-26,35,JESS GLYNNE & JAX JONES,ONE TOUCH
2019-07-26,36,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-07-26,37,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-07-26,38,JOEL CORRY,SORRY
2019-07-26,39,LIZZO,TRUTH HURTS
2019-07-26,40,LIL TECCA,RANSOM
2019-07-26,41,LITTLE MIX,BOUNCE BACK
2019-07-26,42,BEYONCE/SAINT JHN/WIZKID,BROWN SKIN GIRL
2019-07-26,43,YOUNG THUG/J COLE/TRAVIS SCOTT,THE LONDON
2019-07-26,44,MILEY CYRUS,MOTHER'S DAUGHTER
2019-07-26,45,GEORGE EZRA,SHOTGUN
2019-07-26,46,CALVIN HARRIS & RAG'N'BONE MAN,GIANT
2019-07-26,47,DERMOT KENNEDY,OUTNUMBERED
2019-07-26,48,REMEDEE FT NOT3S & YOUNG ADZ,LOVE OF MY LIFE
2019-07-26,49,ALI GATIE,IT'S YOU
2019-07-26,50,NSG,OT BOP
2019-08-02,1,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-08-02,2,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-08-02,3,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-08-02,4,AJ TRACEY,LADBROKE GROVE
2019-08-02,5,BILLIE EILISH,BAD GUY
2019-08-02,6,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-08-02,7,ED SHEERAN/CHANCE/PNB ROCK,CROSS ME
2019-08-02,8,DOMINIC FIKE,3 NIGHTS
2019-08-02,9,MIST FT FREDO,SO HIGH
2019-08-02,10,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-08-02,11,SAM SMITH,HOW DO YOU SLEEP
2019-08-02,12,SIGALA & BECKY HILL,WISH YOU WELL
2019-08-02,13,LIL NAS X,OLD TOWN ROAD
2019-08-02,14,DAVE FT BURNA BOY,LOCATION
2019-08-02,15,MABEL,MAD LOVE
2019-08-02,16,POST MALONE/YOUNG THUG,GOODBYES
2019-08-02,17,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-08-02,18,FREYA RIDINGS,CASTLES
2019-08-02,19,STORMZY,CROWN
2019-08-02,20,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-08-02,21,JOEL CORRY,SORRY
2019-08-02,22,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-08-02,23,LIL TECCA,RANSOM
2019-08-02,24,KATY PERRY,EVER REALLY OVER
2019-08-02,25,AVICII FT ALOE BLACC,SOS
2019-08-02,26,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-08-02,27,STORMZY,VOSSI BOP
2019-08-02,28,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-08-02,29,LIL NAS X,PANINI
2019-08-02,30,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-08-02,31,D-BLOCK EUROPE,HOME P*SSY
2019-08-02,32,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-08-02,33,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-08-02,34,LIZZO,TRUTH HURTS
2019-08-02,35,JAY1,MOCKING IT
2019-08-02,36,JESS GLYNNE & JAX JONES,ONE TOUCH
2019-08-02,37,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-08-02,38,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS
2019-08-02,39,LITTLE MIX,BOUNCE BACK
2019-08-02,40,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-08-02,41,DERMOT KENNEDY,OUTNUMBERED
2019-08-02,42,RICK ROSS FT DRAKE,GOLD ROSES
2019-08-02,43,TAYLOR SWIFT,THE ARCHER
2019-08-02,44,GEORGE EZRA,SHOTGUN
2019-08-02,45,JAX JONES & BEBE REXHA,HARDER
2019-08-02,46,BEYONCE/SAINT JHN/WIZKID,BROWN SKIN GIRL
2019-08-02,47,ALI GATIE,IT'S YOU
2019-08-02,48,CALVIN HARRIS & RAG'N'BONE MAN,GIANT
2019-08-02,49,LIAM GALLAGHER,ONCE
2019-08-02,50,Y2K & BBNOS,LALALA
2019-08-09,1,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-08-09,2,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-08-09,3,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-08-09,4,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-08-09,5,AJ TRACEY,LADBROKE GROVE
2019-08-09,6,DOMINIC FIKE,3 NIGHTS
2019-08-09,7,BILLIE EILISH,BAD GUY
2019-08-09,8,AITCH,TASTE (MAKE IT SHAKE)
2019-08-09,9,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-08-09,10,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-08-09,11,MIST FT FREDO,SO HIGH
2019-08-09,12,SAM SMITH,HOW DO YOU SLEEP
2019-08-09,13,SIGALA & BECKY HILL,WISH YOU WELL
2019-08-09,14,ED SHEERAN FT STORMZY,RETAKE ME BACK TO LONDON
2019-08-09,15,MABEL,MAD LOVE
2019-08-09,16,DAVE FT BURNA BOY,LOCATION
2019-08-09,17,LIL NAS X,OLD TOWN ROAD
2019-08-09,18,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-08-09,19,JOEL CORRY,SORRY
2019-08-09,20,POST MALONE FT YOUNG THUG,GOODBYES
2019-08-09,21,FREYA RIDINGS,CASTLES
2019-08-09,22,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-08-09,23,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-08-09,24,LIL TECCA,RANSOM
2019-08-09,25,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-08-09,26,STORMZY,CROWN
2019-08-09,27,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-08-09,28,KATY PERRY,EVER REALLY OVER
2019-08-09,29,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-08-09,30,AVICII FT ALOE BLACC,SOS
2019-08-09,31,LIL NAS X,PANINI
2019-08-09,32,D-BLOCK EUROPE,HOME P*SSY
2019-08-09,33,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-08-09,34,STORMZY,VOSSI BOP
2019-08-09,35,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-08-09,36,JAX JONES & BEBE REXHA,HARDER
2019-08-09,37,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-08-09,38,LIZZO,TRUTH HURTS
2019-08-09,39,DERMOT KENNEDY,OUTNUMBERED
2019-08-09,40,JAY1,MOCKING IT
2019-08-09,41,MARTIN GARRIX/MACKLEMORE/STUMP,SUMMER DAYS
2019-08-09,42,LITTLE MIX,BOUNCE BACK
2019-08-09,43,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-08-09,44,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-08-09,45,SAM FELDT FT RANI,POST MALONE
2019-08-09,46,ALI GATIE,IT'S YOU
2019-08-09,47,GEORGE EZRA,SHOTGUN
2019-08-09,48,Y2K & BBNOS,LALALA
2019-08-09,49,BECKY HILL & WEISS,I COULD GET USED TO THIS
2019-08-09,50,DRAKE,HOW BOUT NOW
2019-08-16,1,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-08-16,2,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-08-16,3,DOMINIC FIKE,3 NIGHTS
2019-08-16,4,AITCH,TASTE (MAKE IT SHAKE)
2019-08-16,5,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-08-16,6,AJ TRACEY,LADBROKE GROVE
2019-08-16,7,SAM SMITH,HOW DO YOU SLEEP
2019-08-16,8,MIST FT FREDO,SO HIGH
2019-08-16,9,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-08-16,10,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-08-16,11,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-08-16,12,MABEL,MAD LOVE
2019-08-16,13,LIL TECCA,RANSOM
2019-08-16,14,SIGALA & BECKY HILL,WISH YOU WELL
2019-08-16,15,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-08-16,16,JOEL CORRY,SORRY
2019-08-16,17,DAVE FT BURNA BOY,LOCATION
2019-08-16,18,FREYA RIDINGS,CASTLES
2019-08-16,19,POST MALONE FT YOUNG THUG,GOODBYES
2019-08-16,20,LIL NAS X,OLD TOWN ROAD
2019-08-16,21,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-08-16,22,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-08-16,23,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-08-16,24,STORMZY,CROWN
2019-08-16,25,BILLIE EILISH,BAD GUY
2019-08-16,26,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-08-16,27,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-08-16,28,KATY PERRY,EVER REALLY OVER
2019-08-16,29,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-08-16,30,JAX JONES & BEBE REXHA,HARDER
2019-08-16,31,LIL NAS X,PANINI
2019-08-16,32,AVICII FT ALOE BLACC,SOS
2019-08-16,33,D-BLOCK EUROPE,HOME P*SSY
2019-08-16,34,DERMOT KENNEDY,OUTNUMBERED
2019-08-16,35,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-08-16,36,LIZZO,TRUTH HURTS
2019-08-16,37,MARK RONSON FT CAMILA CABELLO,FIND U AGAIN
2019-08-16,38,TAYLOR SWIFT,YOU NEED TO CALM DOWN
2019-08-16,39,STORMZY,VOSSI BOP
2019-08-16,40,MEGAN THEE STALLION/MINAJ,HOT GIRL SUMMER
2019-08-16,41,JAY1,MOCKING IT
2019-08-16,42,SAM FELDT FT RANI,POST MALONE
2019-08-16,43,KATY PERRY,SMALL TALK
2019-08-16,44,MEDUZA FT GOODBOYS,PIECE OF YOUR HEART
2019-08-16,45,ALI GATIE,IT'S YOU
2019-08-16,46,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-08-16,47,LITTLE MIX,BOUNCE BACK
2019-08-16,48,WILEY/TORY LANEZ/KRANIUM/DAPPY,MY ONE
2019-08-16,49,GEORGE EZRA,SHOTGUN
2019-08-16,50,BECKY HILL & WEISS,I COULD GET USED TO THIS
2019-08-23,1,SHAWN MENDES/CAMILA CABELLO,SENORITA
2019-08-23,2,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-08-23,3,DOMINIC FIKE,3 NIGHTS
2019-08-23,4,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-08-23,5,AJ TRACEY,LADBROKE GROVE
2019-08-23,6,AITCH,TASTE (MAKE IT SHAKE)
2019-08-23,7,LIL TECCA,RANSOM
2019-08-23,8,SAM SMITH,HOW DO YOU SLEEP
2019-08-23,9,MIST FT FREDO,SO HIGH
2019-08-23,10,JOEL CORRY,SORRY
2019-08-23,11,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-08-23,12,MABEL,MAD LOVE
2019-08-23,13,ARIANA GRANDE & SOCIAL HOUSE,BOYFRIEND
2019-08-23,14,YOUNG T & BUGSEY FT AITCH,STRIKE A POSE
2019-08-23,15,POST MALONE FT YOUNG THUG,GOODBYES
2019-08-23,16,FREYA RIDINGS,CASTLES
2019-08-23,17,LIL NAS X,OLD TOWN ROAD
2019-08-23,18,JORJA SMITH FT BURNA BOY,BE HONEST
2019-08-23,19,LEWIS CAPALDI,SOMEONE YOU LOVED
2019-08-23,20,ED SHEERAN & JUSTIN BIEBER,I DON'T CARE
2019-08-23,21,CHRIS BROWN FT DRAKE,O GUIDANCE
2019-08-23,22,HEADIE ONE,BOTH
2019-08-23,23,TAYLOR SWIFT,LOVER
2019-08-23,24,TIESTO/JONAS BLUE/RITA ORA,RITUAL
2019-08-23,25,JAX JONES & BEBE REXHA,HARDER
2019-08-23,26,LEWIS CAPALDI,HOLD ME WHILE YOU WAIT
2019-08-23,27,STORMZY,CROWN
2019-08-23,28,BILLIE EILISH,BAD GUY
2019-08-23,29,KATY PERRY,EVER REALLY OVER
2019-08-23,30,NORMANI,MOTIVATION
2019-08-23,31,DERMOT KENNEDY,OUTNUMBERED
2019-08-23,32,KREPT/KONAN/HEADIE ONE/K-TRAP,I SPY
2019-08-23,33,DRAKE FT RICK ROSS,MONEY IN THE GRAVE
2019-08-23,34,SAM FELDT FT RANI,POST MALONE
2019-08-23,35,D-BLOCK EUROPE,HOME P*SSY
2019-08-23,36,LIL NAS X,PANINI
2019-08-23,37,LIZZO,TRUTH HURTS
2019-08-23,38,SIGALA & BECKY HILL,WISH YOU WELL
2019-08-23,39,ELLIE GOULDING & JUICE WRLD,HATE ME
2019-08-23,40,DAVE FT BURNA BOY,LOCATION
2019-08-23,41,STORMZY,VOSSI BOP
2019-08-23,42,MILEY CYRUS,SLIDE AWAY
2019-08-23,43,WILEY/TORY LANEZ/KRANIUM/DAPPY,MY ONE
2019-08-23,44,LAUV & ANNE-MARIE,F**K I'M LONELY
2019-08-23,45,JAY1,MOCKING IT
2019-08-23,46,ALI GATIE,IT'S YOU
2019-08-23,47,Y2K & BBNOS,LALALA
2019-08-23,48,TONES & I,DANCE MONKEY
2019-08-23,49,MEGAN THEE STALLION/MINAJ,HOT GIRL SUMMER
2019-08-23,50,SWAE LEE FT DRAKE,WON'T BE LATE
2019-08-30,1,ED SHEERAN FT STORMZY,TAKE ME BACK TO LONDON
2019-08-30,2,KYGO & WHITNEY HOUSTON,HIGHER LOVE
2019-08-30,3,ED SHEERAN FT KHALID,BEAUTIFUL PEOPLE
2019-08-30,4,DOMINIC FIKE,3 NIGHTS
2019-08-30,5,AJ TRACEY,LADBROKE GROVE
2019-08-30,6,AITCH,TASTE (MAKE IT SHAKE)
