track_id,user_id,explicit,track_popularity,release_date,album_name,artist_name,track_name
05ylwB7GLI1gxjUW6WCymy,b5540681352e06ac,False,37,2006-01-01,Fill My Little World,The Feeling,Fill My Little World - Edit
061UtPXJf9lJUcvqRMwgfV,b5540681352e06ac,False,0,2017-08-18,Sketches of Brunswick East,King Gizzard & The Lizard Wizard,Tezeta
063zL0vR7PPcFfrlsSdh0v,1e2e44dad56e626f,False,65,2024-10-18,The Epilogue,Dean Lewis,Memories
068LmtzI6xJJDPfPnMje0U,b5540681352e06ac,False,1,2015-07-17,Currents,Tame Impala,Let It Happen
06BD7TeUR6mYbF6cWyzvZt,1e2e44dad56e626f,False,45,2017-03-10,Finders Keepers,Mabel,Finders Keepers
06Dns5XG2H28UcsNtoaXkT,b5540681352e06ac,False,26,2019-12-10,Live at Madison Square Garden,Vulfpeck,Birds of a Feather (Live at Madison Square Garden)
06EmfBi4BhMmU4ZWjHjzFJ,179d97494603457f,False,15,1973-09-21,Faust IV,Faust,"Picnic On A Frozen River, Deuxieme Tableux"
06H9v0BvJbuFycso6boduK,1e2e44dad56e626f,False,52,2024-10-18,The Epilogue,Dean Lewis,Cold
06PpkLUklPAAMzywkBr3TM,179d97494603457f,False,36,2020-07-10,All News Is Good News,Surprise Chef,Yung Boi Suite
06Sg3Ao4U0vesi6p3KJ0BS,179d97494603457f,False,30,2009-10-20,Tarot Sport,Fuck Buttons,Surf Solar
06WFdj77a1rItLTij1lYxr,179d97494603457f,False,0,1995-01-01,Tindersticks,Tindersticks,She's Gone
06gFahMcjsQxLCdwCWi73U,b5540681352e06ac,False,25,2023-01-28,After the Magic,Parannoul,Arrival
06gyDqonDde4dTqOpVzWDB,179d97494603457f,False,35,2024-06-28,How Will I Live Without a Body?,Loma,Affinity
06oWajZJZJAujUUDFdZ8sl,179d97494603457f,False,34,2016-01-22,You're Dreaming,The Cactus Blossoms,Queen of Them All
06pQZG3BrfGCVvB9xmia1f,1e2e44dad56e626f,False,48,2011-05-17,The Book Of Mormon (Original Broadway Cast Recording),Andrew Rannells,All-American Prophet
06rPFgQsKS607RhYIqCmGq,b5540681352e06ac,False,0,2013-10-21,"Now, Then & Forever","Earth, Wind & Fire",September
071itupEGhnLaXEICGmfAM,179d97494603457f,False,0,2014-09-06,Being and Nothingness,Manni Dee,Red Paint on the Roses
07DCcFCtl4DJa5fPjORTmC,179d97494603457f,False,16,1994-09-01,Wolfways,Michael Hurley,Somebody to Say Bye Bye To
07DuoTCTocHk7y3d8MImks,b5540681352e06ac,False,37,2021-02-12,Moves EP,Cody Currie,Moves
07SpNntQo4UZ38ZgTytqw3,179d97494603457f,False,13,2006-05-24,Salvador,Ricardo Villalobos,Lugom-IX
07UFnnK3uPIuKv5Rs9TmXl,1e2e44dad56e626f,False,76,2022-10-14,Stick Season,Noah Kahan,Orange Juice
07kU219JBccVPqVEU2cScA,1e2e44dad56e626f,False,13,2022-05-21,Amire Bi Gazand,Mohsen Chavoshi,In Kist In
07li8S6eKQUQtXZBo8JciO,b5540681352e06ac,False,0,2011-01-01,The Chopin Concertos,Frédéric Chopin,"Piano Concerto No. 2 In F Minor, Op. 21: 1. Maestoso - Live at Philharmonie Essen"
07q0QVgO56EorrSGHC48y3,1e2e44dad56e626f,False,84,1979-03-23,Dynasty,KISS,I Was Made For Lovin' You
07xfab9bcQVO3wVWFNm31w,b5540681352e06ac,False,0,2019-07-12,Hasta El Cielo,Khruangbin,How I Love
084T4btKHdxUaKfmGYtc2r,179d97494603457f,False,10,2024-03-29,Magnum Opus,1morning,Rotation
086myS9r57YsLbJpU0TgK9,1e2e44dad56e626f,False,84,2013-09-09,AM,Arctic Monkeys,Why'd You Only Call Me When You're High?
087nODJgZbGihKhUvkrMSS,179d97494603457f,False,0,2005-09-19,Nite Versions,Soulwax,I Love Techno
08RnNeKfjcUK5lxvZClpYf,b5540681352e06ac,False,17,2022-02-11,Starfruit,Moonchild,Need That
08V2nQqzQGvAV5e0W0zRfr,179d97494603457f,False,50,1998,The Church With One Bell,John Martyn,Glory Box
08ZuYMwYKdxLrGufv125m0,b5540681352e06ac,False,0,2009-12-29,Twenty One Pilots,Twenty One Pilots,March To the Sea
08afVtiUUBsYUkdCHQJOmy,179d97494603457f,False,0,2021-07-16,Silvertwin,Silvertwin,Doubted
08hBmJsQarUreIlbhT1GJ0,b5540681352e06ac,False,48,1999-05-17,Play: The Complete Recordings,Moby,The Whispering Wind
08m0d2k3mK0P2KIvwsVDJs,b5540681352e06ac,False,31,2007,Knee-Deep In the North Sea,Portico Quartet,Zavodovski Island
08tqRiymk2ZG0NngKJxAoi,179d97494603457f,False,6,2024-05-24,Saturn to Home,L.B. Dub Corp,You Got Me
093hQ3estB8XPVXxPBcmyu,b5540681352e06ac,False,0,2009-01-01,I Had The Blues But I Shook Them Loose,Bombay Bicycle Club,Magnet
09LX02YQPIMRyOcYXcvD8F,179d97494603457f,False,0,2003,Country On The Click,The Fall,Contraflow
09SnKFvC5rJxG4NQA7khLr,b5540681352e06ac,False,0,2015-11-01,In der Hand,Tonträger,In der Hand
09V60XC2fnZQ69LY6saLt1,179d97494603457f,False,20,2023-04-07,No Highs,Tim Hecker,Monotony
09W79IcE4FvjeZYiIh8slG,b5540681352e06ac,False,0,2017-06-02,RELAXER,alt-J,House of the Rising Sun
09eTrTOc7J3kvLgOjOJjL5,1e2e44dad56e626f,False,0,2020-11-06,Talking to Myself,Madalen Duke,Love into a Weapon
09rSXt91Fe1b6ZBjKrbzhL,b5540681352e06ac,False,39,2017-03-10,"Rachmaninoff: Piano Concerto No. 2 in C Minor, Op. 18 & Piano Concerto No. 3 in D Minor, Op. 30",Sergei Rachmaninoff,"Piano Concerto No. 2 in C Minor, Op. 18: II. Adagio sostenuto"
09tqzgg0ZTURbjnsVxVkNR,179d97494603457f,False,1,2017-04-28,Fear Paralysis,Rebekah,Thirteen
09xi7Z0uUwEzwcN7pFMvhq,b5540681352e06ac,False,13,2021-02-12,Mahler: Symphony No. 10,Gustav Mahler,Symphony No. 10: I. Adagio
0A4yKvRLnSxGcEFhAHjdwW,179d97494603457f,True,23,2017-02-21,Dirty Projectors,Dirty Projectors,Up In Hudson
0A7lfPy7F0a9pXnDIL18FW,b5540681352e06ac,False,0,2017-09-08,"Uptown, Downtown",Bill Charlap Trio,"Uptown, Downtown"
0AAV1qMzHFft8rK0ZiP2Fd,179d97494603457f,False,0,2019-08-16,Infest The Rats' Nest,King Gizzard & The Lizard Wizard,Superbug
0AAZ0rhfw3fjlBh26wxe46,b5540681352e06ac,False,16,2019-06-02,City Street Rhapsody,Ibrahim,City Street Rhapsody
0ACm5VPRbi1ojf51x5cM5Q,b5540681352e06ac,False,0,2000-01-01,Respighi: Roman Festivals; Pines of Rome / Rimsky-Korsakov: The Golden Cockerel Suite,Ottorino Respighi,Roman Festivals: 3. L'Ottobrata
0AJdQyuJs1SsFsoLwFTZu8,179d97494603457f,False,4,2023-10-20,Models,Lee Gamble,Phantom Limb
0AQquaENerGps8BQmbPw14,179d97494603457f,False,71,1959,Gunfighter Ballads And Trail Songs,Marty Robbins,Big Iron
0AcuDPPPoADugi1CSymZx0,179d97494603457f,False,0,2011-10-18,On The Go (Special Edition),Matthew Halsall,Song for Charlie
0AmPp1dsvdWFNTBs0nJBsC,179d97494603457f,False,0,1982-01-01,Pirates Choice,Orchestra Baobab,Utrus Horas
0AxZUYeQ9bZwSdt1LmZuok,b5540681352e06ac,False,68,1990-09-17,Heaven or Las Vegas,Cocteau Twins,Heaven or Las Vegas
0BBpFwknocf5z2ydAkTjDd,b5540681352e06ac,False,25,2018-08-11,SVMMER SVN vol. 6,John Looke,Redder Than The Moon
0BKUPqnHDb7ZnXQeojF6v0,b5540681352e06ac,False,29,2020-06-12,GoGo Penguin,GoGo Penguin,Open
0BWJNm4TrO6H3qgiCmDBjM,179d97494603457f,False,54,1997,Great Organ Classics,Johann Sebastian Bach,Toccata and Fugue in D minor
0BaMCfGFqKWdy1twJsYueE,b5540681352e06ac,False,0,2018-08-11,SVMMER SVN vol. 6,John Looke,Redder Than The Moon
0BfcfdZd85CmmkE5pdbUdE,b5540681352e06ac,False,33,2016-09-09,The End Of Comedy,Drugdealer,Sea of Nothing
0BgHjpdfyL8tV6ajXFiT4b,179d97494603457f,False,6,2016-12-02,Wonderland,Demdike Stare,Sourcer
0BiqmkasE5FdrChwKfVp8X,1e2e44dad56e626f,False,66,2022-10-22,Midnights (3am Edition),Taylor Swift,Bigger Than The Whole Sky
0BivJWcGfdlhzmB9U469ON,179d97494603457f,False,0,2013-07-15,STRGTHS,SHXCXCHCXSH,LDWGWTT
0Bl8QaCWSG8ESCCC2R5nhM,b5540681352e06ac,False,13,2022-03-18,Jacob's Ladder,Brad Mehldau,Herr und Knecht
0BuIHXZ4Dr7Bu02fPpHA3l,179d97494603457f,False,0,2023-04-19,Toast,Blawan,Toast
0C1RaT1eyqvoeqskbaTg3E,1e2e44dad56e626f,False,0,2014-08-26,Kerry Muzzey: The Architect,The Chamber Orchestra Of London,The Secret History
0CFH5KIqbHLuXmBH6YuYpu,b5540681352e06ac,False,0,2012-09-04,Sibelius: Symphonies Nos. 5 & 6 - The Swan of Tuonela,Jean Sibelius,"Symphony No. 5 in E-Flat Major, Op. 82: III. Allegro molto - Largamente assai"
0CNLQeNjJQfyUeuAyTgqcu,179d97494603457f,False,0,2007-01-23,Wincing The Night Away,The Shins,Sea Legs
0CWBNxBPcG5wbF1KDVgsc8,b5540681352e06ac,False,11,2004-10-17,Nolita,Keren Ann,Nolita
0CYAqKC8CkyAu1bsXQ5lS4,1e2e44dad56e626f,False,0,2023-02-10,Sweater Weather,Myles Smith,Sweater Weather
0CYgpypLkv392rxySZH7W3,b5540681352e06ac,False,1,2013-01-01,Janacek: Sinfonietta; Taras Bulba; Lachian Dances,Leoš Janáček,Taras Bulba: 1. The Death Of Andri
0CYtYG2DFM6GTMhMZI6OzU,179d97494603457f,False,30,2019-11-22,Road Less Traveled,CAITLIN,Pleasure Seeker
0CaBBQsaAiRHhiLmzi7ZRp,179d97494603457f,False,56,1970-05-08,Let It Be (Remastered),The Beatles,Two Of Us - Remastered 2009
0CnxOS5PGDlPK6UJaluVVC,b5540681352e06ac,False,8,2001-01-01,Mozart: The Piano Sonatas,Wolfgang Amadeus Mozart,"Piano Sonata No. 15 in F Major, K. 533/K. 494: II. Andante, K. 533/2"
0CokSRCu5hZgPxcZBaEzVE,1e2e44dad56e626f,True,76,2017-09-22,GEMINI,Macklemore,Glorious (feat. Skylar Grey)
0Ct2XTT4UBt9Y196i0Ido2,179d97494603457f,False,49,2007-03-12,Sound of Silver,LCD Soundsystem,Get Innocuous!
0CtMcgfVsC8jh1b7GsE2dq,179d97494603457f,False,0,2005-09-19,Nite Versions,Soulwax,Another Excuse - DFA Remix
0CtQMil54kzybZVGAFAZ0S,b5540681352e06ac,False,35,2022-05-20,Raw Data Feel,Everything Everything,Jennifer
0Cw4AgG0dPKJKO0oT6xOr9,b5540681352e06ac,False,30,2020-09-18,Beneath The Pale Moonlight,Tom Stills Quartet,Beneath The Pale Moonlight
0DBEfSktiApw6NoTpH1Sjc,179d97494603457f,False,0,1960,Giant Steps (Deluxe Edition),John Coltrane,Cousin Mary
0DGh73t9eaZA3X3ZXHf4Qe,1e2e44dad56e626f,False,0,2020-08-07,Blood Harmony (Deluxe),FINNEAS,Break My Heart Again
0DICm5ML6Kee7kAiwFGjbd,179d97494603457f,False,28,2003-04-01,Think Tank,Blur,Ambulance
0DJRHDbqQRAli7O9iOZWX8,b5540681352e06ac,False,14,2023-04-26,Relicário: João Gilberto (Ao Vivo no Sesc 1998),João Gilberto,Saudade da Bahia (ao vivo no Sesc)
0DNJj91kvOUXQrgQj7wosE,1e2e44dad56e626f,False,60,2024-10-18,The Secret of Us (Deluxe),Gracie Abrams,Free Now - Live From Vevo
0DRbs8UUnsjhXm2tCj4Bjt,b5540681352e06ac,False,0,2009-11-23,Compilation / Dirt 2 (International Version),Innerpartysystem,Don't Stop
0DYALM07LyrmvGBNpa8Zfw,b5540681352e06ac,False,23,2023-01-28,After the Magic,Parannoul,Parade
0DiWol3AO6WpXZgp0goxAV,b5540681352e06ac,False,80,2001-03-12,Discovery,Daft Punk,One More Time
0DuDXwHej1SRHTKaq3kUiI,b5540681352e06ac,False,14,2021-03-05,Indoor Plant Life I,Ki Oni,Plant Life II
0DuylJNqsvjRN9hhWUdeJZ,1e2e44dad56e626f,True,55,2023-03-17,NASTY,Russ,NASTY
0Dwbt5HlKThUtnQ4Bczs8w,179d97494603457f,False,18,2003-02-28,The Legendary Max Bygraves,Max Bygraves,You're a Pink Toothbrush
0E8q2Fx2XuzXCO2NSAppkR,b5540681352e06ac,False,67,1963-02,Duke Ellington & John Coltrane,Duke Ellington,In A Sentimental Mood
0E9mu1mF2x6lX35l7abDJ8,1e2e44dad56e626f,True,0,2020-01-24,Big Conspiracy,J Hus,No Denying
0EVYT9YtTcZWRp38ZD6PrJ,179d97494603457f,False,16,2004-10-24,The Fall of Math,65daysofstatic,Hole
0EgLxY52mpGsXETyEsgVlP,1e2e44dad56e626f,False,69,2023-04-07,HOPE,NF,HOPE
0Eir5hEgKUjm8liGGXfghF,b5540681352e06ac,False,45,1964-03-01,Getz/Gilberto,Stan Getz,The Girl From Ipanema
0EljLyxvgTEnD2YF6XuCDR,b5540681352e06ac,False,32,2012-01-30,Django Django,Django Django,Waveforms
0F0OSrxuPZIic3tAShbCXl,b5540681352e06ac,False,0,2017-11-03,Bruckner: Symphony No. 6,Anton Bruckner,"Symphony No. 6 in A Major, WAB 106 (1881 Version): II. Adagio. Sehr feierlich [Live]"
0F845nujLVqCb0XMZCh5Pc,b5540681352e06ac,False,68,1956,Chet Baker Sings,Chet Baker,I Fall In Love Too Easily
0FDBt1y6Vox3Xbihr0ZDiB,179d97494603457f,False,15,2017,Peasant,Richard Dawson,Beggar
0FDRXwOAorKmO2YFx7c3M5,b5540681352e06ac,False,0,2016-03-04,Dvořák: Symphonies Nos. 7 & 8,Antonín Dvořák,"Symphony No. 8 in G Major, Op. 88, B. 163: III. Allegretto grazioso - Molto vivace (Live)"
0FQcRQEGbJjNny5G0A2hle,179d97494603457f,False,38,1974-01-01,Blue Jeans And Moonbeams,Captain Beefheart & His Magic Band,Observatory Crest
0Fagww7DNFNPpHj1uxtkNx,b5540681352e06ac,False,0,2005-10-16,Lookaftering,Vashti Bunyan,Wayward
0Fao855T3klV3REFRFHRF3,179d97494603457f,False,0,2016-01-08,Blackstar,David Bowie,Blackstar
0FeCO85RKW8fDRytwXof2x,b5540681352e06ac,False,2,1977-02-04,Rumours,Fleetwood Mac,Go Your Own Way
0Fh4miKUan3gp1sjhNlRez,179d97494603457f,False,16,2016-04-01,PUSSY'S DEAD,Autolux,Selectallcopy
0FkFTZOJ5Dt4RG4gAWB74z,179d97494603457f,False,39,1976,How Dare You,10cc,Art For Art's Sake
0Fs9cdPDhptWEDJmiCbkEW,1e2e44dad56e626f,True,73,2013-06-18,Born Sinner (Deluxe Version),J. Cole,She Knows (feat. Amber Coffman & Cults)
0FujKlrcfwpwL6Ct6LWzhJ,b5540681352e06ac,False,40,2025-03-04,Clarity of Cal,Vulfpeck,Can You Tell
0FxlJF7fMJLyOEQfpuB3dv,179d97494603457f,False,2,2024-04-19,Sopro EP,Nørbak,Veneta
0FzExWkOMe8xZdyYMqDYvj,b5540681352e06ac,False,11,2014-01-01,Mozart: Piano Concerto No.25 In C Major K.503; Piano Concerto No.20 In D Minor K.466 (Live),Wolfgang Amadeus Mozart,"Piano Concerto No. 25 in C Major, K. 503: I. Allegro maestoso (Cadenza: Gulda) - Live"
0G3r1WTrhjXZD7cmEQiEyl,b5540681352e06ac,False,25,2013-01-14,Arc (Deluxe),Everything Everything,Torso Of The Week
0G4OI1WbyaNxtUaOypt0Gt,b5540681352e06ac,False,0,1998-01-01,Ravel: Piano Concertos; Valses nobles et sentimentales,Maurice Ravel,"Piano Concerto in G Major, M. 83: 1. Allegramente"
0GDowWreNE05XI0zOjGKxz,b5540681352e06ac,False,0,2016-03-04,Dvořák: Symphonies Nos. 7 & 8,Antonín Dvořák,"Symphony No. 7 in D Minor, Op. 70, B. 141: I. Allegro maestoso (Live)"
0GEiukfKUNUNpj3EURjR7G,1e2e44dad56e626f,False,0,2020-09-09,Holm/The Man Who Sold The World,Emel,Holm
0GExhcihMVjrKsad725W62,b5540681352e06ac,False,0,1959,Chet [Keepnews Collection],Chet Baker,If You Could See Me Now
0GKDhq6ZbmSbRHd3eyGlB7,1e2e44dad56e626f,True,62,2023-05-26,Midnights (The Til Dawn Edition),Taylor Swift,Vigilante Shit
0GLKC3ieDZFiR9URpN4D4m,1e2e44dad56e626f,False,51,2022-09-02,she goes,zeck,she goes
0GLjY96aegiADJi4uuyYrT,b5540681352e06ac,False,0,2014-11-06,Hozier (Special Edition),Hozier,Cherry Wine - Live
0GTzR6GgyRIF9nIyMDV0ke,1e2e44dad56e626f,False,68,2024-04-26,EPIC: The Underworld Saga (Official Concept Album),Jorge Rivera-Herrans,The Underworld
0GUaalNOmskFc8dhlVsmK2,b5540681352e06ac,False,0,2020-05-01,Marshmallow,The Sweet Enoughs,Cerberus
0GY4BHyjprrXckv7hHXvpN,179d97494603457f,False,0,2016-05-13,Under The Sun,Mark Pritchard,Give It Your Choir
0GZM2xYidRoLwVENER6y6v,b5540681352e06ac,False,0,2011-09-06,Wagner: Meistersinger - Deux Entreactes tragiques - Eine Faust-Overture - Overture to Columbus,Richard Wagner,"Die Meistersinger von Nürnberg (the Mastersingers of Nuremberg) [an Orchestral Tribute, arr. H. De Vlieger for orchestra]: I. Prelude. I. Sehr massig bewegt - Bewegt, doch immer noch etwas breit - Massig im Hauptzeitmass - Im massigen Hauptzeitmass - Sehr gewichtig"
0GjEhVFGZW8afUYGChu3Rr,b5540681352e06ac,False,84,1976,Arrival,ABBA,Dancing Queen
0GmJcOaIbEBl3Jz2yqTOM0,179d97494603457f,False,0,1995-01-01,Tindersticks,Tindersticks,Cherry Blossoms
0HQXSv8LjAfHjczxgtkMpI,179d97494603457f,False,7,2019-11-08,Grapefruit Regret,Karenn,Kumquat
0HdsAnZaQXUEV8moHqxCnK,b5540681352e06ac,False,31,2000-04-01,Dvořák: Symphony No. 8,Antonín Dvořák,"Symphony No. 8 in G Minor, Op. 88, B. 163: IV. Allegro, ma non troppo"
0Hj5n2RMrcpa1NhamwCTuk,b5540681352e06ac,False,0,2016-08-26,Skiptracing,Mild High Club,Chapel Perilous
0HrhMgGtRk6wOxUUCqvf4i,1e2e44dad56e626f,False,41,2016-02-26,Lost It All,Jill Andrews,Lost It All
0HzpdGTAtWrmAqClylZtGY,b5540681352e06ac,False,11,1990-10-01,Music For Large & Small Ensembles,Kenny Wheeler,"The Sweet Time Suite, Part VII - Freddy C / Part VIII - Closing"
0I3WL8cXUJoirOgyhztXSh,179d97494603457f,False,10,2015-04-20,Marhaba,Mahmoud Guinia,Toro Toro Torko Lila
0I3q5fE6wg7LIfHGngUTnV,1e2e44dad56e626f,True,82,2000-10-31,Stankonia,Outkast,Ms. Jackson
0IJr3hiskmfr0JHCH7wfvO,b5540681352e06ac,False,15,1990-10-01,Music For Large & Small Ensembles,Kenny Wheeler,"The Sweet Time Suite, Part IV - For P.A."
0IK8y0vAO0sM630HsxwLht,1e2e44dad56e626f,True,0,2015-12-14,Middle Finger - Single,Bohnes,Middle Finger
0IQ2wNbgTMGCVh2R0RYtY4,b5540681352e06ac,False,30,2020-08-07,Dvořák: Cello Concerto,Antonín Dvořák,"Cello Concerto in B Minor, Op. 104, B. 191: I. Allegro"
0Ic9ROvLn2af743GSOtZIA,179d97494603457f,False,30,2008-11-03,You & I / Router,Pangaea,Router
0IdwfnHFfyb7zc7GFs75QQ,1e2e44dad56e626f,False,73,2024-04-26,I've Tried Everything But Therapy (Part 1.5),Teddy Swims,Hammer to the Heart
